Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
★ M9 Bayonet | Black Laminate (Battle-Scarred),Knife,Battle-Scarred,Covert,Normal,1.427312775,6553587.879,15167525.5,2332,2637419.5,952,1.3,2341
★ Butterfly Knife | Crimson Web (Well-Worn),Knife,Well-Worn,Covert,Normal,2.387078962,6026686.403,30878876,3044,1662907.625,887,2.12,3055
AK-47 | Fire Serpent (Minimal Wear),Rifle,Minimal Wear,Covert,Normal,6.484308131,9645056.723,46170796,2816,545773.312,2491,17.4,3353
★ M9 Bayonet | Gamma Doppler (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.15648855,14482071.07,44586060,1866,7888962,658,0.76,2300
★ M9 Bayonet | Marble Fade (Factory New),Knife,Factory New,Covert,Normal,3.096100827,14944810.98,44611928,2386,206.704,1996,2.11,2880
Sticker | Summer (Gold) | Boston 2018,Sticker,None,Extraordinary,Normal,1.483333333,1362914.196,16312175,1717,312637.562,51,9.44,1717
Sticker | LUCAS1 (Gold) | Boston 2018,Sticker,None,Extraordinary,Normal,1.25,11711679.14,41071444,1561,225875.828,8,119.37,1634
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New),Knife,Factory New,Covert,StatTrak™,1.161392405,17982970.66,32715442,2310,5806945,1269,2.27,2860
★ Hand Wraps | Cobalt Skulls (Minimal Wear),Gloves,Minimal Wear,Extraordinary,Normal,1.169336384,25524573.65,40148772,1506,13251115,31,0.25,1735
★ StatTrak™ Butterfly Knife | Case Hardened (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.214397496,9560225.721,30969254,2527,89.252,271,0.99,3040
★ Karambit | Slaughter (Factory New),Knife,Factory New,Covert,Normal,1.996388262,11956978.78,39549088,3163,59757.004,245,7.83,3387
★ StatTrak™ M9 Bayonet | Scorched (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.150724638,2887073.965,7093928,182,53062.238,162,0.42,3245
★ Karambit | Gamma Doppler (Factory New),Knife,Factory New,Covert,Normal,2.539795918,18016011.84,44631860,1938,8430.449,650,2.82,2354
★ StatTrak™ Butterfly Knife | Blue Steel (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.234463277,7847942.637,25208112,2947,2603521,846,2.07,3032
★ Hand Wraps | Leather (Factory New),Gloves,Factory New,Extraordinary,Normal,1.05,16420570.65,26414832,1453,9381648,0,1.04,1974
★ StatTrak™ Butterfly Knife | Damascus Steel (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.108333333,12291047.75,28514582,1824,44391.172,728,3.07,1994
★ Butterfly Knife | Lore (Battle-Scarred),Knife,Battle-Scarred,Covert,Normal,1.321678322,22822288.34,32791974,200,14295895,9,0.38,432
★ M9 Bayonet | Lore (Field-Tested),Knife,Field-Tested,Covert,Normal,1.864333947,12707295.4,33868832,2282,994166,11,1.69,2352
★ Karambit | Night (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.882043181,7473765.342,17348130,3283,467641.969,1169,5.26,3360
AK-47 | X-Ray (Minimal Wear),Rifle,Minimal Wear,Covert,Normal,1.263636364,38677725.47,47935036,37,22387304,724,-0.25,724
Sticker | Harp of War (Holo),Sticker,None,Remarkable,Normal,16.75483871,1631957.836,26035360,2605,14004.578,15,974.9,3127
★ Butterfly Knife | Damascus Steel (Factory New),Knife,Factory New,Covert,Normal,1.685364042,11910850.71,30487602,1957,2846711.5,140,1.35,2081
★ Butterfly Knife | Crimson Web (Field-Tested),Knife,Field-Tested,Covert,Normal,8.720609065,8569850.299,32564592,2832,213817.938,2751,1.43,3071
Sticker | coldzera (Gold) | Boston 2018,Sticker,None,Extraordinary,Normal,1.907317073,1093683.361,10661775,1011,13059.394,31,2.37,1744
★ StatTrak™ Skeleton Knife | Slaughter (Factory New),Knife,Factory New,Covert,StatTrak™,1.042857143,28281264,44631788,551,117190.141,539,-0.12,1090
★ M9 Bayonet | Black Laminate (Factory New),Knife,Factory New,Covert,Normal,1.081967213,12676351.76,25452390,2296,4419787,206,1.47,2296
★ M9 Bayonet | Marble Fade (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.218446602,12428705.09,32604648,2697,1118.939,139,1.59,2770
★ StatTrak™ Butterfly Knife | Crimson Web (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.738644305,8027466.271,33248384,2915,2109744.5,361,1.76,3058
Sticker | flamie (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.48951049,765697.9782,15628316,1887,132159.688,228,109.76,1887
★ Butterfly Knife | Night (Minimal Wear),Knife,Minimal Wear,Covert,Normal,3.264266901,7822267.231,32234068,2960,933657.312,1881,2.1,3065
★ Karambit | Tiger Tooth (Factory New),Knife,Factory New,Covert,Normal,4.125723433,13371568.64,35643440,2864,3344656.5,387,1.61,2879
★ StatTrak™ Karambit | Doppler (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.759259259,13396620.7,34110576,2694,4989414.5,827,1.95,2770
★ StatTrak™ Karambit | Tiger Tooth (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.04,14220617.72,24292338,2225,4052074,177,1.3,2730
★ StatTrak™ Talon Knife | Scorched (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.064516129,4428314.855,5957873,1125,3371415.75,1012,0.19,1287
★ M9 Bayonet | Slaughter (Factory New),Knife,Factory New,Covert,Normal,2.072368421,10374149.49,24295126,3293,521.391,2463,7.41,3373
★ Butterfly Knife | Freehand (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.349726776,22437758.01,28527414,408,14781924,3,0.11,431
M4A4 | Poseidon (Minimal Wear),Rifle,Minimal Wear,Classified,Normal,5.928681375,6863871.102,45686584,2200,1691181.75,88,10.2,2736
★ M9 Bayonet | Doppler (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.790697674,9446338.325,47359760,993,3783074,977,1.97,2875
★ Butterfly Knife | Damascus Steel (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.780733285,9956397.322,25677660,2029,132655.594,1332,1.48,2082
★ Moto Gloves | POW! (Minimal Wear),Gloves,Minimal Wear,Extraordinary,Normal,1.155902004,24163704.84,40975688,1619,6406645,1646,0.37,1744
★ Butterfly Knife | Black Laminate (Field-Tested),Knife,Field-Tested,Covert,Normal,1.397905759,23763136.57,32637654,224,24072.262,148,0.27,432
★ Moto Gloves | 3rd Commando Company (Factory New),Gloves,Factory New,Extraordinary,Normal,1,24033977,47680972,4,13212497,667,-0.63,667
★ Butterfly Knife | Bright Water (Field-Tested),Knife,Field-Tested,Covert,Normal,1.87250996,19401994.29,25539598,220,10937887,2,0.73,430
★ Butterfly Knife | Bright Water (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.471910112,22680438.49,29552000,200,14581879,5,-0.03,432
★ Broken Fang Gloves | Yellow-banded (Factory New),Gloves,Factory New,Extraordinary,Normal,1,22870591.82,26886210,386,17118794,583,-0.29,583
★ Skeleton Knife | Slaughter (Factory New),Knife,Factory New,Covert,Normal,1.272965879,26007578.06,44241848,237,8678.403,889,-0.05,1104
Sticker | gob b (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.319838057,923831.4247,12368113,1879,36046.672,54,34.08,1879
★ Butterfly Knife | Black Laminate (Well-Worn),Knife,Well-Worn,Covert,Normal,1.335260116,20267982.86,28509050,347,11386182,1,0.28,429
★ Skeleton Knife | Slaughter (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.324137931,22422048.94,37193156,283,32427.049,1018,0.23,1101
★ StatTrak™ Butterfly Knife | Blue Steel (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.40248566,6590317.519,21828370,3032,371931.562,1063,1.56,3044
★ StatTrak™ Karambit | Lore (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.153110048,14434032.01,28999848,2267,3921894.25,2141,1.06,2294
Souvenir P90 | Teardown (Factory New),SMG,Factory New,Mil-Spec,Souvenir,1.224242424,688004.3704,3671198.25,3212,9.394,517,7.6,3212
★ Bloodhound Gloves | Bronzed (Factory New),Gloves,Factory New,Extraordinary,Normal,1,22651214.4,29237192,1635,9918175,0,0.31,2045
Sticker | Twistzz (Gold) | London 2018,Sticker,None,Extraordinary,Normal,1.747126437,1225998.064,8647905,933,160996.656,3,9.4,933
Sticker | kRYSTAL (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.365145228,681734.909,14311679,1546,126531.109,129,37.83,1859
★ Butterfly Knife | Stained (Factory New),Knife,Factory New,Covert,Normal,1.456842105,5494277.303,21598574,2940,3546.97,2298,1.24,3031
★ Sport Gloves | Amphibious (Field-Tested),Gloves,Field-Tested,Extraordinary,Normal,1.981017464,15948014.54,32234024,1587,5784506,384,0.48,1743
★ StatTrak™ M9 Bayonet | Autotronic (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.137014315,10995324.71,22719778,2231,3572278.75,1997,1.36,2307
★ StatTrak™ Skeleton Knife | Blue Steel (Factory New),Knife,Factory New,Covert,StatTrak™,1,21939382.67,23794548,458,19361518,78,0.05,458
★ Nomad Knife | Fade (Factory New),Knife,Factory New,Covert,Normal,1.991025641,14430739.68,37193400,983,6469528,662,0.74,1105
★ Butterfly Knife | Case Hardened (Minimal Wear),Knife,Minimal Wear,Covert,Normal,4.295736434,7856680.693,42152244,2529,2385128.5,255,1.36,3067
★ Karambit,Knife,None,Covert,Normal,7.3640993,8059511.547,24795894,3371,268782.531,112,6,3392
★ StatTrak™ Butterfly Knife | Freehand (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.066666667,19154704,32154320,175,13637559,51,0.09,413
Sticker | Hobbit (Gold) | Boston 2018,Sticker,None,Extraordinary,Normal,2.024038462,345240.9203,3777740.25,1206,74575.977,64,13.57,1643
★ Bayonet | Autotronic (Factory New),Knife,Factory New,Covert,Normal,1.06122449,14935923.43,27962806,2135,1664517.75,445,0.84,2333
★ Talon Knife | Marble Fade (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.074324324,17169633.82,25024150,105,12703199,937,0.18,1314
★ StatTrak™ Butterfly Knife | Crimson Web (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.213963964,4896365.85,19566824,2902,639599.75,549,1.04,3021
★ Bayonet | Marble Fade (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.233215548,9467078.724,21819738,2718,4446318,663,1.92,2852
Sticker | Magisk (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.383064516,834762.1496,18261360,1906,108701.75,17,120.25,1906
★ StatTrak™ M9 Bayonet | Night (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.110552764,4445782.231,8756757,1008,47.812,605,1.76,3262
★ StatTrak™ M9 Bayonet | Black Laminate (Factory New),Knife,Factory New,Covert,StatTrak™,1.090909091,15943245.64,29222416,1570,7552414,0,0.28,2183
★ Driver Gloves | Rezan the Red (Factory New),Gloves,Factory New,Extraordinary,Normal,1,28199477.71,45520716,0,10476816,701,-0.77,701
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New),Knife,Factory New,Covert,StatTrak™,1.163904236,17806628.59,33868204,1691,225314.016,1511,1.54,2274
★ Driver Gloves | Lunar Weave (Factory New),Gloves,Factory New,Extraordinary,Normal,1.034482759,26039292.19,44631788,256,7797955.5,0,1.67,1951
★ Bayonet | Tiger Tooth (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.304532578,7855866.835,15540461,2791,10414.084,706,0.31,2850
Souvenir M4A1-S | Welcome to the Jungle (Well-Worn),Rifle,Well-Worn,Covert,Souvenir,1,28280346.7,44631788,8,17852218,371,-0.55,374
Souvenir USP-S | Royal Blue (Factory New),Pistol,Factory New,Industrial Grade,Souvenir,1.076086957,4425004.083,11763204,2749,55.761,257,5.73,2904
★ StatTrak™ Karambit | Case Hardened (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.172949002,10498788.4,30417542,2593,2851475.25,5,1.74,3275
Souvenir M4A1-S | Welcome to the Jungle (Battle-Scarred),Rifle,Battle-Scarred,Covert,Souvenir,1.15,28220187.1,47334492,3,12372923,387,-0.73,387
★ StatTrak™ Stiletto Knife | Fade (Factory New),Knife,Factory New,Covert,StatTrak™,1.166180758,9567352.054,20050292,0,6549715,798,-0.26,1511
★ StatTrak™ Butterfly Knife | Crimson Web (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.080701754,7772261.106,37193488,2868,65.49,280,1.52,3050
★ Karambit | Doppler (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.641148325,11296454.9,47410860,1051,5432304.5,1257,1.13,2867
★ StatTrak™ Talon Knife | Marble Fade (Factory New),Knife,Factory New,Covert,StatTrak™,1.19858156,22323552.71,43531812,110,15163154,925,-0.38,1348
★ StatTrak™ M9 Bayonet,Knife,None,Covert,StatTrak™,1.719512195,6340668.596,30304434,3349,256632.781,50,14.97,3349
★ StatTrak™ Karambit | Black Laminate (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.088235294,12808601.85,22443838,2159,160478.844,1183,1.1,2337
★ Specialist Gloves | Field Agent (Minimal Wear),Gloves,Minimal Wear,Extraordinary,Normal,1.267924528,30679944.88,45207536,102,3165137.5,487,-0.05,724
★ StatTrak™ Karambit | Bright Water (Factory New),Knife,Factory New,Covert,StatTrak™,1.061135371,10815457.39,21461444,2187,6105380.5,802,0.5,2192
★ StatTrak™ Flip Knife | Forest DDPAT (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.131578947,1942157.025,3901760.25,102,17.937,591,0.04,3348
Sticker | Dosia (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.664473684,1005787.357,9344346,1474,59476.391,1209,30.58,1918
★ StatTrak™ Talon Knife | Slaughter (Factory New),Knife,Factory New,Covert,StatTrak™,1.057142857,17668623.72,36120584,222,11122985,965,0.48,1462
★ Nomad Knife | Blue Steel (Field-Tested),Knife,Field-Tested,Covert,Normal,1.75,4251401.306,7577870.5,870,1950045.875,646,1.54,1107
★ StatTrak™ Karambit | Case Hardened (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.110429448,9074975.417,20579966,2399,95.757,593,1.21,3343
★ Sport Gloves | Nocts (Minimal Wear),Gloves,Minimal Wear,Extraordinary,Normal,1.351351351,26255061.18,44889908,161,2504072.75,268,0.15,725
★ StatTrak™ Karambit | Doppler (Factory New),Knife,Factory New,Covert,StatTrak™,1.925611052,14218091.86,44631860,2334,25090.635,110,1.08,2864
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.168970814,9189361.116,18477560,3251,1096918.5,544,1.81,3356
★ M9 Bayonet | Gamma Doppler (Factory New),Knife,Factory New,Covert,Normal,2.812622309,14411357.23,39755572,1823,2265307.5,2274,1.53,2357
★ Butterfly Knife | Damascus Steel (Field-Tested),Knife,Field-Tested,Covert,Normal,2.879649891,9104402.349,23002522,2061,1847186.25,1815,1.66,2077
★ Sport Gloves | Bronze Morph (Factory New),Gloves,Factory New,Extraordinary,Normal,1,25574613.3,37190836,1200,15002480,1196,-0.41,1700
★ StatTrak™ M9 Bayonet | Doppler (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.078313253,11766855.22,22768376,2591,6250434,537,1.07,2767
StatTrak™ AWP | Oni Taiji (Well-Worn),Rifle,Well-Worn,Covert,StatTrak™,1.140969163,2997018.716,8802380,1961,1283457.75,89,1.14,1999
★ Karambit | Forest DDPAT (Factory New),Knife,Factory New,Covert,Normal,1.025316456,7373870.832,13570740,3163,63.213,473,1.27,3163
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New),Knife,Factory New,Covert,StatTrak™,1.341805434,11472532.64,24263272,2645,5510895,670,1.34,2876
Sticker | Spiidi (Gold) | Boston 2018,Sticker,None,Extraordinary,Normal,2.358695652,313554.6343,3293926,1692,53186.629,54,15.09,1692
★ Butterfly Knife | Blue Steel (Minimal Wear),Knife,Minimal Wear,Covert,Normal,4.363636364,6956667.251,24795848,2996,1764247.75,2670,1.51,3069
★ Butterfly Knife | Freehand (Well-Worn),Knife,Well-Worn,Covert,Normal,1.098591549,15061649.2,23263052,421,10700719,0,0.59,428
★ Karambit | Doppler (Factory New),Knife,Factory New,Covert,Normal,14.28759555,12541012.28,32234892,2772,2527.2,21,1.34,2881
★ Karambit | Blue Steel (Well-Worn),Knife,Well-Worn,Covert,Normal,2.544288079,6038130.973,15707826,3315,70666.992,3342,3.51,3361
★ Karambit | Blue Steel (Factory New),Knife,Factory New,Covert,Normal,1.203960396,9126513.136,21386074,3266,95.585,590,1.42,3275
★ Talon Knife | Marble Fade (Factory New),Knife,Factory New,Covert,Normal,2.725916454,20349884.82,42929820,468,10953627,1310,-0.24,1352
★ Karambit | Slaughter (Minimal Wear),Knife,Minimal Wear,Covert,Normal,3.376827897,10327830.74,24948426,3278,36449.293,73,5.83,3385
★ StatTrak™ Karambit | Black Laminate (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.072625698,9794545.575,19148420,582,4876704,854,0.9,2318
★ StatTrak™ Butterfly Knife | Urban Masked (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.246127367,3799605.78,13805569,2998,16839.715,141,-0.14,3038
★ M9 Bayonet | Tiger Tooth (Minimal Wear),Knife,Minimal Wear,Covert,Normal,1.218518519,9446473.31,21541836,2796,4538497.5,648,1.48,2796
★ Karambit | Scorched (Factory New),Knife,Factory New,Covert,Normal,1,8041678.199,13701215,2791,3777275.25,0,2.38,3223
★ StatTrak™ Skeleton Knife | Slaughter (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1,20447168.47,31082320,542,12779321,1089,-0.33,1089
Sticker | LGB eSports | Katowice 2014,Sticker,None,High Grade,Normal,5.01338826,2690549.093,45231340,2490,46733.273,6,233.46,3019
StatTrak™ AWP | Oni Taiji (Factory New),Rifle,Factory New,Covert,StatTrak™,1.489859594,9537445.083,32943218,1466,3524952,177,0.83,2015
★ M9 Bayonet | Tiger Tooth (Factory New),Knife,Factory New,Covert,Normal,5.63510146,10569673.25,23626580,2863,4941436.5,1259,1.34,2881
★ Butterfly Knife | Damascus Steel (Battle-Scarred),Knife,Battle-Scarred,Covert,Normal,1.115987461,7446482.868,23428144,1889,2231847.5,481,4.02,2051
Souvenir P250 | Nuclear Threat (Minimal Wear),Pistol,Minimal Wear,Restricted,Souvenir,1.08839779,3529452.273,10483547,533,42.301,159,0.02,2818
★ M9 Bayonet,Knife,None,Covert,Normal,9.126550868,6251227.21,26337426,3302,861288.562,3,21.22,3392
★ StatTrak™ Karambit | Case Hardened (Battle-Scarred),Knife,Battle-Scarred,Covert,StatTrak™,1.13897281,8482671.896,26596826,3126,71.842,590,1.52,3333
★ StatTrak™ M9 Bayonet | Black Laminate (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.107142857,6864394.769,14874784,2350,2355751.25,173,1.01,2350
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1,11224826.49,34713116,1027,5736176.5,604,0.27,1103
AK-47 | Hydroponic (Battle-Scarred),Rifle,Battle-Scarred,Classified,Normal,3.837163493,1246227.668,14062082,2719,362123.906,522,14.77,2725
★ Butterfly Knife | Freehand (Field-Tested),Knife,Field-Tested,Covert,Normal,1.639215686,18933502.85,27274982,380,11843525,0,0.61,432
★ StatTrak™ Talon Knife | Doppler (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1,17412235.2,22880298,1056,13284012,568,0.21,1125
★ StatTrak™ M9 Bayonet | Case Hardened (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.207792208,5733552.521,39647904,3112,54.565,593,1.76,3288
★ Specialist Gloves | Crimson Web (Minimal Wear),Gloves,Minimal Wear,Extraordinary,Normal,1.310502283,19629779.25,37193436,46,956.618,1522,-0.28,1739
★ StatTrak™ Skeleton Knife,Knife,None,Covert,StatTrak™,1.09039548,21344723.38,34155820,494,11634386,0,0.45,1102
★ StatTrak™ Butterfly Knife | Stained (Well-Worn),Knife,Well-Worn,Covert,StatTrak™,1.332285115,5464076.031,17012998,2953,664635.312,1740,0.73,3060
★ Karambit | Lore (Field-Tested),Knife,Field-Tested,Covert,Normal,2.275389575,12456667.11,25465832,2334,5901295,133,1.3,2349
★ StatTrak™ M9 Bayonet | Tiger Tooth (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1,10612094.28,17396256,2753,5379003,70,0.75,2753
Sticker | innocent (Gold) | Krakow 2017,Sticker,None,Extraordinary,Normal,2.451219512,779667.9655,21936772,1949,96658.07,188,112.98,1949
AK-47 | X-Ray (Field-Tested),Rifle,Field-Tested,Covert,Normal,1.444954128,27576221.33,46166872,159,158690.797,310,-0.05,722
★ StatTrak™ Bayonet | Lore (Minimal Wear),Knife,Minimal Wear,Covert,StatTrak™,1.053658537,17224702.28,25606248,2083,9433607,0,1.02,2199
★ StatTrak™ Butterfly Knife | Night (Field-Tested),Knife,Field-Tested,Covert,StatTrak™,1.815965874,6069684.216,20515530,2987,382.499,1979,0.53,3072
